post_id,post_type,genre,hash_tags,most_related_tag
0109,Reel,Technology,"['education', 'science', 'forest', 'recipe', 'fashion', 'culture']",education
0110,Reel,Sports,"['education', 'food', 'students', 'fashion', 'nature', 'travel', 'wildlife']",nature
0111,Image,Fitness,"['adventure', 'travel', 'fashion', 'education', 'health', 'recipe', 'machinelearning']",travel
0112,Video,Nature,"['culture', 'fashion', 'beach', 'learning', 'health']",fashion
0113,Reel,Fitness,"['travel', 'recipe', 'food', 'science', 'nature', 'vacation', 'AI']",nature
0114,Image,Cooking,"['health', 'forest', 'science', 'travel', 'AI', 'culture']",health
0115,Video,Technology,"['fitness', 'adventure', 'recipe', 'students', 'sports', 'health']",adventure
0116,Reel,Cooking,"['sports', 'forest', 'coding', 'health', 'nature', 'food', 'adventure']",adventure
0117,Video,Music,"['food', 'recipe', 'travel']",travel
0118,Reel,Fitness,"['coding', 'nature', 'beach', 'students']",coding
0119,Text,Fashion,"['wildlife', 'recipe', 'culture', 'technology', 'nature', 'travel', 'coding']",recipe
0120,Video,Education,"['education', 'vacation', 'beach', 'culture']",vacation
0121,Reel,Fitness,"['sports', 'machinelearning', 'wildlife', 'students']",machinelearning
0122,Image,Health,"['health', 'nature', 'vacation', 'AI']",health
0123,Reel,Fitness,"['machinelearning', 'fitness', 'science', 'students', 'nature']",students
0124,Image,Cooking,"['wildlife', 'travel', 'nature', 'music']",wildlife
0125,Reel,Education,"['machinelearning', 'AI', 'music', 'technology', 'fashion', 'beach', 'forest']",AI
0126,Text,Travel,"['forest', 'adventure', 'culture']",adventure
0127,Image,Technology,"['education', 'food', 'fashion', 'students', 'health', 'beach']",food
0128,Reel,Technology,"['music', 'wildlife', 'science', 'students', 'beach']",wildlife
0129,Text,Technology,"['travel', 'nature', 'AI', 'learning']",AI
0130,Video,Sports,"['learning', 'AI', 'fitness', 'forest', 'music']",AI
0131,Reel,Fitness,"['culture', 'fashion', 'beach', 'music', 'health', 'travel', 'food']",food
0132,Text,Cooking,"['fashion', 'wildlife', 'adventure', 'technology']",fashion
0133,Reel,Fitness,"['beach', 'art', 'travel']",beach
0134,Image,Sports,"['coding', 'vacation', 'fashion', 'recipe', 'science', 'sports', 'music']",science
0135,Image,Health,"['wildlife', 'vacation', 'fashion', 'coding', 'machinelearning', 'education', 'nature']",coding
0136,Text,Fitness,"['fashion', 'food', 'fitness', 'sports', 'health', 'learning', 'adventure']",health
0137,Text,Technology,"['science', 'health', 'food', 'forest', 'fashion', 'technology', 'students']",students
0138,Text,Sports,"['learning', 'adventure', 'sports', 'music', 'culture']",culture
0139,Video,Sports,"['health', 'fashion', 'forest', 'vacation', 'music', 'adventure', 'recipe']",music
0140,Image,Health,"['recipe', 'beach', 'adventure', 'coding', 'students']",adventure
0141,Image,Education,"['travel', 'culture', 'coding', 'students', 'adventure', 'vacation', 'sports']",adventure
0142,Reel,Fashion,"['culture', 'students', 'travel', 'beach', 'science', 'AI', 'forest']",beach
0143,Video,Travel,"['education', 'forest', 'recipe', 'wildlife', 'music', 'adventure', 'culture']",adventure
0144,Video,Travel,"['AI', 'adventure', 'forest', 'health']",forest
0145,Image,Fitness,"['health', 'AI', 'vacation', 'beach', 'science', 'music']",health
0146,Reel,Sports,"['recipe', 'travel', 'wildlife', 'students', 'health']",travel
0147,Video,Fitness,"['beach', 'culture', 'forest', 'wildlife', 'nature', 'fashion', 'vacation']",beach
0148,Video,Education,"['recipe', 'technology', 'students']",students
0149,Image,Technology,"['culture', 'technology', 'fitness', 'travel', 'music', 'AI']",music
0150,Reel,Cooking,"['fashion', 'nature', 'sports', 'technology', 'coding', 'art', 'culture']",culture
0151,Image,Technology,"['vacation', 'learning', 'machinelearning', 'travel']",travel
0152,Text,Education,"['vacation', 'art', 'technology', 'coding', 'beach', 'forest', 'AI']",coding
0153,Image,Education,"['adventure', 'machinelearning', 'learning', 'science']",machinelearning
0154,Image,Fashion,"['students', 'culture', 'fitness', 'fashion', 'technology', 'beach', 'machinelearning']",fitness
0155,Text,Sports,"['food', 'art', 'health', 'nature', 'science', 'learning', 'beach']",learning
0156,Image,Travel,"['art', 'fashion', 'coding', 'students', 'forest']",forest
0157,Image,Music,"['food', 'culture', 'adventure']",adventure
0158,Reel,Nature,"['science', 'coding', 'students', 'culture', 'wildlife']",science
0159,Text,Music,"['coding', 'nature', 'education', 'travel', 'wildlife', 'fitness', 'sports']",education
0160,Text,Sports,"['adventure', 'beach', 'machinelearning', 'students']",students
0161,Video,Health,"['nature', 'AI', 'machinelearning', 'learning', 'adventure']",learning
0162,Video,Education,"['beach', 'adventure', 'learning', 'recipe']",recipe
0163,Text,Nature,"['forest', 'students', 'recipe', 'wildlife', 'technology']",forest
0164,Text,Travel,"['adventure', 'students', 'wildlife', 'fitness', 'health', 'music']",music
0165,Text,Health,"['forest', 'wildlife', 'machinelearning', 'beach']",wildlife
0166,Image,Nature,"['learning', 'machinelearning', 'sports']",learning
0167,Text,Technology,"['machinelearning', 'science', 'culture', 'music', 'technology', 'art', 'AI']",technology
0168,Image,Fitness,"['students', 'machinelearning', 'adventure', 'wildlife', 'beach', 'recipe']",students
0169,Reel,Cooking,"['coding', 'learning', 'beach', 'recipe']",coding
0170,Reel,Fitness,"['technology', 'beach', 'vacation', 'health', 'education', 'forest']",beach
0171,Reel,Fashion,"['sports', 'food', 'forest']",forest
0172,Reel,Travel,"['recipe', 'sports', 'culture', 'fashion', 'nature', 'travel', 'forest']",fashion
0173,Text,Fitness,"['nature', 'wildlife', 'travel', 'music']",nature
0174,Text,Fitness,"['fitness', 'learning', 'fashion', 'wildlife', 'technology']",wildlife
0175,Video,Music,"['forest', 'adventure', 'technology']",forest
0176,Video,Education,"['students', 'beach', 'coding', 'technology', 'art', 'machinelearning']",coding
0177,Reel,Nature,"['machinelearning', 'wildlife', 'fashion', 'forest']",fashion
0178,Text,Health,"['learning', 'art', 'science', 'adventure', 'coding']",adventure
0179,Text,Fashion,"['fashion', 'machinelearning', 'science', 'food', 'technology', 'fitness']",fitness
0180,Image,Music,"['health', 'technology', 'adventure', 'beach', 'coding', 'art', 'students']",students
0181,Text,Technology,"['sports', 'students', 'fitness', 'vacation', 'learning']",sports
0182,Reel,Fashion,"['coding', 'vacation', 'machinelearning']",machinelearning
0183,Image,Music,"['travel', 'forest', 'machinelearning', 'AI', 'learning', 'technology']",technology
0184,Image,Nature,"['recipe', 'learning', 'vacation', 'travel', 'forest', 'fitness']",vacation
0185,Text,Cooking,"['vacation', 'music', 'beach', 'education', 'health', 'recipe', 'adventure']",vacation
0186,Reel,Fitness,"['vacation', 'beach', 'sports']",beach
0187,Video,Travel,"['fitness', 'sports', 'science', 'learning']",sports
0188,Reel,Music,"['technology', 'AI', 'art']",technology
0189,Video,Technology,"['machinelearning', 'wildlife', 'culture']",wildlife
0190,Text,Music,"['education', 'students', 'health', 'forest', 'vacation']",vacation
0191,Video,Technology,"['beach', 'nature', 'students', 'art', 'technology', 'wildlife']",wildlife
0192,Text,Fitness,"['adventure', 'culture', 'students', 'nature']",nature
0193,Text,Fitness,"['music', 'culture', 'adventure', 'fashion']",adventure
0194,Reel,Travel,"['recipe', 'travel', 'science', 'art', 'AI']",travel
0195,Reel,Music,"['students', 'technology', 'music', 'health', 'beach', 'nature', 'fashion']",technology
0196,Reel,Travel,"['art', 'education', 'vacation', 'forest']",art
0197,Reel,Nature,"['technology', 'students', 'adventure', 'food', 'machinelearning', 'sports']",food
0198,Video,Nature,"['machinelearning', 'learning', 'recipe', 'fashion', 'fitness', 'technology', 'AI']",AI
0199,Reel,Sports,"['technology', 'learning', 'music']",learning
0200,Video,Music,"['culture', 'travel', 'adventure', 'music', 'nature']",nature
0201,Video,Fashion,"['education', 'art', 'fitness', 'students']",fitness
0202,Reel,Travel,"['learning', 'AI', 'coding', 'wildlife', 'beach']",learning
0203,Image,Sports,"['nature', 'culture', 'wildlife']",culture
0204,Reel,Cooking,"['technology', 'fitness', 'sports', 'health', 'adventure', 'art']",fitness
0205,Reel,Sports,"['nature', 'art', 'education', 'students', 'science', 'fashion']",fashion
0206,Text,Education,"['sports', 'vacation', 'recipe']",recipe
0207,Text,Sports,"['wildlife', 'fashion', 'AI', 'technology', 'forest', 'coding', 'travel']",AI
0208,Image,Education,"['fitness', 'forest', 'health', 'sports', 'wildlife', 'art']",health
0209,Text,Music,"['vacation', 'fitness', 'learning', 'music', 'beach', 'food']",music
0210,Image,Travel,"['recipe', 'coding', 'nature', 'technology']",recipe
0211,Video,Fashion,"['vacation', 'adventure', 'travel', 'machinelearning']",machinelearning
0212,Reel,Sports,"['culture', 'food', 'wildlife', 'sports']",food
0213,Video,Fashion,"['vacation', 'science', 'travel']",vacation
0214,Reel,Fitness,"['health', 'adventure', 'machinelearning']",health
0215,Video,Nature,"['education', 'recipe', 'nature', 'vacation', 'forest']",nature
0216,Text,Music,"['culture', 'machinelearning', 'travel', 'beach']",travel
0217,Video,Cooking,"['culture', 'beach', 'wildlife', 'health']",beach
0218,Video,Music,"['learning', 'health', 'beach', 'sports', 'machinelearning', 'technology', 'wildlife']",beach
0219,Video,Music,"['adventure', 'fashion', 'travel']",fashion
0220,Image,Technology,"['sports', 'fashion', 'art', 'students', 'food']",fashion
0221,Reel,Technology,"['beach', 'students', 'travel']",students
0222,Video,Fashion,"['coding', 'fitness', 'art', 'recipe']",coding
0223,Text,Music,"['food', 'health', 'beach', 'art']",art
0224,Video,Sports,"['travel', 'music', 'forest']",music
0225,Image,Travel,"['health', 'vacation', 'science']",science
0226,Video,Cooking,"['health', 'culture', 'technology', 'recipe', 'nature']",technology
0227,Reel,Health,"['vacation', 'food', 'sports', 'recipe', 'nature', 'machinelearning', 'science']",food
0228,Reel,Fitness,"['food', 'wildlife', 'technology', 'fashion', 'music']",music
0229,Image,Nature,"['travel', 'sports', 'music', 'adventure']",music
0230,Reel,Cooking,"['music', 'machinelearning', 'education', 'forest', 'students', 'science']",science
0231,Image,Sports,"['culture', 'sports', 'machinelearning', 'AI', 'recipe', 'food', 'learning']",culture
0232,Image,Health,"['wildlife', 'learning', 'nature', 'vacation', 'AI', 'fashion']",AI
0233,Image,Sports,"['fitness', 'sports', 'travel', 'learning', 'food', 'adventure']",food
0234,Image,Sports,"['recipe', 'vacation', 'food', 'learning', 'forest']",forest
0235,Image,Technology,"['science', 'learning', 'technology', 'machinelearning']",learning
0236,Image,Fashion,"['vacation', 'technology', 'music', 'fashion', 'adventure']",fashion
0237,Image,Cooking,"['technology', 'art', 'wildlife', 'culture']",technology
0238,Reel,Sports,"['fashion', 'sports', 'AI']",sports
0239,Reel,Sports,"['AI', 'health', 'music', 'culture', 'nature', 'fitness', 'machinelearning']",health
0240,Video,Music,"['AI', 'learning', 'culture', 'forest', 'science']",AI
0241,Text,Technology,"['forest', 'education', 'art']",forest
0242,Video,Health,"['wildlife', 'nature', 'food', 'travel', 'fitness']",wildlife
0243,Text,Travel,"['food', 'forest', 'machinelearning', 'nature', 'beach', 'coding', 'travel']",forest
0244,Video,Fitness,"['coding', 'travel', 'fashion', 'culture', 'technology', 'health']",travel
0245,Image,Fashion,"['forest', 'education', 'machinelearning']",forest
0246,Video,Health,"['AI', 'fitness', 'science']",science
0247,Reel,Nature,"['fashion', 'AI', 'forest', 'nature', 'science', 'fitness', 'vacation']",fitness
0248,Reel,Education,"['education', 'travel', 'coding', 'health']",coding
0249,Reel,Health,"['students', 'music', 'art', 'food', 'education', 'AI', 'vacation']",food
0250,Text,Health,"['science', 'wildlife', 'AI', 'food', 'music', 'learning']",AI
0251,Image,Health,"['coding', 'sports', 'culture', 'recipe']",coding
0252,Text,Music,"['travel', 'music', 'technology']",travel
0253,Text,Sports,"['travel', 'students', 'beach', 'health']",travel
0254,Reel,Sports,"['education', 'culture', 'AI', 'music', 'travel', 'adventure']",adventure
0255,Image,Sports,"['adventure', 'technology', 'fashion', 'forest']",forest
0256,Text,Sports,"['wildlife', 'coding', 'machinelearning']",machinelearning
0257,Text,Health,"['education', 'fitness', 'travel']",fitness
0258,Text,Health,"['sports', 'fitness', 'wildlife', 'recipe', 'nature', 'learning']",fitness
0259,Text,Music,"['forest', 'technology', 'culture', 'nature', 'learning', 'fashion', 'music']",culture
0260,Image,Fitness,"['coding', 'travel', 'vacation', 'art']",art
0261,Text,Education,"['learning', 'nature', 'beach', 'technology', 'food']",food
0262,Image,Music,"['machinelearning', 'fashion', 'AI', 'sports', 'technology', 'education']",education
0263,Text,Cooking,"['food', 'coding', 'learning', 'culture', 'adventure', 'beach']",culture
0264,Image,Education,"['fashion', 'technology', 'adventure', 'students', 'coding', 'sports', 'travel']",technology
0265,Image,Cooking,"['students', 'recipe', 'wildlife']",wildlife
0266,Text,Technology,"['travel', 'art', 'health', 'science', 'recipe', 'fitness', 'forest']",fitness
0267,Text,Sports,"['wildlife', 'machinelearning', 'music', 'vacation', 'recipe', 'adventure']",music
0268,Video,Education,"['science', 'education', 'adventure', 'art']",science
0269,Video,Music,"['education', 'students', 'culture', 'nature']",education
0270,Video,Health,"['machinelearning', 'nature', 'culture', 'students', 'AI', 'sports']",culture
0271,Image,Cooking,"['music', 'beach', 'education', 'students']",beach
0272,Text,Fitness,"['sports', 'travel', 'machinelearning', 'adventure']",machinelearning
0273,Video,Music,"['fitness', 'beach', 'coding', 'sports', 'forest']",sports
0274,Text,Cooking,"['culture', 'nature', 'education', 'art', 'forest', 'students', 'recipe']",recipe
0275,Reel,Fitness,"['fashion', 'nature', 'beach', 'music', 'adventure', 'culture']",fashion
0276,Image,Education,"['travel', 'culture', 'coding', 'nature', 'music']",nature
0277,Video,Nature,"['beach', 'science', 'nature', 'fashion']",fashion
0278,Video,Education,"['fitness', 'wildlife', 'music']",wildlife
0279,Video,Music,"['vacation', 'education', 'art', 'music', 'beach', 'coding']",vacation
0280,Video,Technology,"['health', 'machinelearning', 'fashion', 'recipe']",health
0281,Reel,Sports,"['nature', 'fashion', 'coding', 'science', 'technology', 'recipe']",recipe
0282,Video,Education,"['health', 'recipe', 'sports']",health
0283,Reel,Cooking,"['sports', 'technology', 'recipe', 'machinelearning', 'fashion']",fashion
0284,Video,Technology,"['nature', 'health', 'beach', 'students', 'music', 'food', 'fashion']",food
0285,Text,Fitness,"['art', 'recipe', 'music', 'beach', 'AI', 'students', 'vacation']",music
0286,Text,Technology,"['fashion', 'vacation', 'culture', 'travel', 'food', 'machinelearning', 'forest']",culture
0287,Text,Technology,"['nature', 'travel', 'vacation', 'education']",nature
0288,Text,Education,"['education', 'students', 'machinelearning', 'AI', 'nature']",students
0289,Reel,Education,"['adventure', 'fitness', 'science', 'nature']",nature
0290,Image,Music,"['students', 'nature', 'travel', 'adventure', 'food', 'fitness']",food
0291,Video,Fitness,"['machinelearning', 'adventure', 'nature', 'technology', 'fashion', 'music', 'sports']",fashion
0292,Video,Fitness,"['fitness', 'AI', 'nature']",fitness
0293,Video,Technology,"['students', 'adventure', 'coding', 'machinelearning', 'technology', 'AI']",adventure
0294,Video,Sports,"['AI', 'learning', 'machinelearning', 'health', 'culture', 'technology']",machinelearning
0295,Video,Education,"['food', 'machinelearning', 'technology']",technology
0296,Video,Health,"['travel', 'forest', 'machinelearning', 'AI', 'health']",health
0297,Video,Fashion,"['sports', 'travel', 'wildlife', 'fitness']",wildlife
0298,Video,Fitness,"['fashion', 'education', 'wildlife', 'machinelearning', 'students']",education
0299,Video,Fashion,"['adventure', 'machinelearning', 'technology']",machinelearning
0300,Video,Nature,"['nature', 'adventure', 'travel', 'fashion']",fashion
0301,Image,Fitness,"['adventure', 'science', 'students', 'wildlife', 'forest', 'recipe']",forest
0302,Image,Nature,"['forest', 'food', 'education', 'science', 'vacation', 'nature', 'AI']",education
0303,Text,Health,"['fashion', 'coding', 'health', 'wildlife', 'culture', 'learning']",fashion
0304,Video,Travel,"['nature', 'music', 'education']",education
0305,Image,Health,"['beach', 'adventure', 'technology']",technology
0306,Video,Technology,"['coding', 'science', 'machinelearning', 'learning', 'food']",learning
0307,Text,Travel,"['recipe', 'fashion', 'wildlife', 'culture', 'sports', 'beach', 'fitness']",fashion
0308,Video,Music,"['art', 'coding', 'education', 'vacation', 'adventure', 'sports', 'culture']",coding
0309,Reel,Technology,"['students', 'coding', 'food', 'learning', 'music']",coding
0310,Text,Travel,"['machinelearning', 'beach', 'education']",machinelearning
0311,Image,Nature,"['science', 'machinelearning', 'travel', 'vacation', 'learning', 'beach']",beach
0312,Image,Technology,"['nature', 'students', 'coding', 'fitness', 'wildlife']",fitness
0313,Video,Education,"['education', 'learning', 'forest', 'sports', 'beach']",beach
0314,Reel,Fashion,"['culture', 'education', 'nature', 'fitness', 'wildlife', 'travel']",wildlife
0315,Reel,Travel,"['recipe', 'machinelearning', 'forest', 'beach', 'technology', 'students']",recipe
0316,Video,Music,"['culture', 'coding', 'fashion']",fashion
0317,Reel,Sports,"['education', 'machinelearning', 'coding', 'vacation', 'forest', 'culture']",machinelearning
0318,Text,Nature,"['students', 'adventure', 'art', 'recipe']",art
0319,Text,Technology,"['students', 'health', 'culture', 'technology', 'recipe', 'education', 'fashion']",culture
0320,Image,Sports,"['nature', 'coding', 'learning', 'recipe']",coding
0321,Video,Nature,"['wildlife', 'coding', 'food', 'education', 'beach', 'nature', 'culture']",coding
0322,Reel,Fitness,"['AI', 'coding', 'culture', 'science']",coding
0323,Image,Music,"['technology', 'coding', 'vacation', 'food', 'art', 'nature']",technology
0324,Text,Technology,"['wildlife', 'technology', 'recipe', 'health', 'machinelearning', 'nature', 'coding']",wildlife
0325,Text,Health,"['art', 'beach', 'food']",beach
0326,Video,Fashion,"['music', 'forest', 'learning']",music
0327,Image,Technology,"['machinelearning', 'beach', 'coding', 'vacation', 'technology', 'education', 'AI']",education
0328,Text,Nature,"['food', 'AI', 'education', 'art', 'learning']",food
0329,Image,Technology,"['coding', 'fashion', 'beach', 'art']",beach
0330,Reel,Health,"['machinelearning', 'wildlife', 'fitness', 'travel', 'coding', 'students']",wildlife
0331,Image,Technology,"['beach', 'machinelearning', 'adventure']",adventure
0332,Text,Sports,"['nature', 'music', 'wildlife']",wildlife
0333,Text,Sports,"['fashion', 'sports', 'forest']",forest
0334,Reel,Travel,"['machinelearning', 'science', 'travel', 'recipe', 'learning', 'nature', 'fitness']",learning
0335,Text,Sports,"['students', 'machinelearning', 'music', 'coding']",students
0336,Image,Sports,"['culture', 'adventure', 'fashion', 'music', 'art', 'learning']",learning
0337,Reel,Music,"['coding', 'AI', 'health', 'learning', 'culture', 'wildlife']",AI
0338,Text,Education,"['forest', 'sports', 'wildlife', 'art', 'nature', 'fashion', 'music']",sports
0339,Image,Fitness,"['fashion', 'technology', 'nature', 'students', 'science', 'vacation']",science
0340,Text,Sports,"['beach', 'students', 'fashion', 'wildlife', 'machinelearning']",students
0341,Text,Nature,"['machinelearning', 'health', 'beach', 'learning', 'sports']",beach
0342,Image,Nature,"['sports', 'beach', 'forest']",beach
0343,Image,Travel,"['education', 'food', 'health', 'fashion', 'forest', 'sports']",education
0344,Text,Education,"['nature', 'coding', 'fitness', 'machinelearning', 'sports']",sports
0345,Text,Nature,"['recipe', 'art', 'machinelearning', 'adventure']",recipe
0346,Text,Cooking,"['fashion', 'wildlife', 'technology', 'art']",art
