post_id,post_country,post_language,likes_cnt,comments_cnt,saved_cnt,post_type
0056,Germany,Spanish,124,18,14,Reel
0056,Germany,Spanish,121,10,19,Reel
0056,Germany,Spanish,122,8,16,Reel
0056,Germany,Spanish,128,17,15,Reel
0057,USA,French,185,35,26,Video
0057,USA,French,196,39,24,Video
0057,USA,French,198,31,26,Video
0058,France,Portuguese,173,45,35,Image
0058,France,Portuguese,178,40,29,Image
0058,France,Portuguese,169,39,32,Image
0058,France,Portuguese,177,47,34,Image
0059,Australia,Portuguese,232,71,16,Reel
0059,Australia,Portuguese,221,63,21,Reel
0059,Australia,Portuguese,218,70,16,Reel
0059,Australia,Portuguese,231,64,20,Reel
0060,Brazil,German,61,15,5,Text
0060,Brazil,German,72,18,1,Text
0060,Brazil,German,74,18,0,Text
0060,Brazil,German,73,11,4,Text
0060,Brazil,German,78,17,5,Text
0060,Brazil,German,76,18,4,Text
0060,Brazil,German,62,13,6,Text
0061,India,English,40,14,1,Image
0061,India,English,38,6,2,Image
0061,India,English,34,10,1,Image
0061,India,English,44,5,3,Image
0061,India,English,44,7,3,Image
0061,India,English,37,15,3,Image
0062,Germany,Hindi,105,26,15,Video
0062,Germany,Hindi,116,25,12,Video
0062,Germany,Hindi,100,31,12,Video
0062,Germany,Hindi,97,23,14,Video
0063,Australia,German,201,30,39,Reel
0063,Australia,German,214,31,38,Reel
0063,Australia,German,215,37,41,Reel
0064,Brazil,Japanese,58,14,6,Image
0064,Brazil,Japanese,69,13,6,Image
0064,Brazil,Japanese,57,16,7,Image
0064,Brazil,Japanese,61,13,7,Image
0065,France,French,96,23,8,Image
0065,France,French,95,27,10,Image
0065,France,French,88,21,10,Image
0065,France,French,91,17,10,Image
0065,France,French,90,26,12,Image
0066,Japan,English,86,12,4,Image
0066,Japan,English,93,11,7,Image
0066,Japan,English,102,12,9,Image
0066,Japan,English,100,8,4,Image
0066,Japan,English,100,16,8,Image
0066,Japan,English,98,12,6,Image
0066,Japan,English,86,7,3,Image
0067,Australia,Hindi,97,13,6,Image
0067,Australia,Hindi,98,17,7,Image
0067,Australia,Hindi,78,17,5,Image
0067,Australia,Hindi,91,11,10,Image
0068,USA,English,116,22,21,Image
0068,USA,English,115,19,19,Image
0068,USA,English,106,23,23,Image
0068,USA,English,112,27,23,Image
0068,USA,English,118,28,23,Image
0068,USA,English,123,24,19,Image
0069,Germany,German,125,23,8,Reel
0069,Germany,German,138,27,7,Reel
0069,Germany,German,129,22,9,Reel
0069,Germany,German,127,25,8,Reel
0069,Germany,German,135,28,6,Reel
0069,Germany,German,129,22,4,Reel
0069,Germany,German,121,28,4,Reel
0070,USA,Japanese,54,23,14,Text
0070,USA,Japanese,62,14,9,Text
0070,USA,Japanese,71,22,10,Text
0070,USA,Japanese,70,14,8,Text
0070,USA,Japanese,58,13,9,Text
0070,USA,Japanese,59,20,10,Text
0071,Canada,German,80,7,14,Text
0071,Canada,German,74,14,8,Text
0071,Canada,German,74,7,10,Text
0071,Canada,German,64,5,10,Text
0071,Canada,German,68,9,12,Text
0072,Brazil,Japanese,76,16,5,Text
0072,Brazil,Japanese,64,17,6,Text
0072,Brazil,Japanese,68,18,3,Text
0072,Brazil,Japanese,82,16,6,Text
0072,Brazil,Japanese,75,16,7,Text
0072,Brazil,Japanese,70,21,2,Text
0072,Brazil,Japanese,69,17,5,Text
0073,Germany,English,238,63,38,Video
0073,Germany,English,240,63,35,Video
0073,Germany,English,232,67,35,Video
0073,Germany,English,233,58,32,Video
0074,Brazil,Spanish,80,5,13,Text
0074,Brazil,Spanish,74,13,15,Text
0074,Brazil,Spanish,71,12,10,Text
0074,Brazil,Spanish,71,11,10,Text
0074,Brazil,Spanish,83,15,13,Text
0075,Brazil,French,179,24,8,Image
0075,Brazil,French,168,19,7,Image
0075,Brazil,French,183,16,9,Image
0076,USA,Japanese,117,15,17,Image
0076,USA,Japanese,120,15,20,Image
0076,USA,Japanese,109,9,20,Image
0076,USA,Japanese,114,14,17,Image
0076,USA,Japanese,108,10,20,Image
0077,Germany,Portuguese,163,21,15,Text
0077,Germany,Portuguese,157,18,11,Text
0077,Germany,Portuguese,153,23,10,Text
0078,Brazil,German,130,10,24,Reel
0078,Brazil,German,134,14,20,Reel
0078,Brazil,German,131,17,23,Reel
0078,Brazil,German,126,9,21,Reel
0078,Brazil,German,121,9,20,Reel
0079,UK,Japanese,127,32,8,Image
0079,UK,Japanese,124,28,10,Image
0079,UK,Japanese,126,33,4,Image
0079,UK,Japanese,135,36,10,Image
0080,India,Spanish,42,13,6,Image
0080,India,Spanish,37,4,5,Image
0080,India,Spanish,37,7,4,Image
0080,India,Spanish,38,9,3,Image
0080,India,Spanish,47,8,3,Image
0080,India,Spanish,32,11,6,Image
0080,India,Spanish,38,5,3,Image
0081,Japan,Spanish,199,29,17,Reel
0081,Japan,Spanish,192,23,14,Reel
0081,Japan,Spanish,202,32,17,Reel
0081,Japan,Spanish,205,27,14,Reel
0082,USA,Hindi,43,5,1,Image
0082,USA,Hindi,35,9,4,Image
0082,USA,Hindi,35,8,1,Image
0082,USA,Hindi,48,6,4,Image
0082,USA,Hindi,44,6,1,Image
0083,India,Spanish,315,67,36,Video
0083,India,Spanish,306,75,36,Video
0083,India,Spanish,315,66,33,Video
0084,India,English,166,39,19,Image
0084,India,English,164,40,16,Image
0084,India,English,177,40,13,Image
0084,India,English,182,43,14,Image
0085,Germany,English,191,32,8,Text
0085,Germany,English,192,32,13,Text
0085,Germany,English,184,35,11,Text
0086,USA,Hindi,103,29,21,Image
0086,USA,Hindi,87,28,19,Image
0086,USA,Hindi,103,28,18,Image
0086,USA,Hindi,105,24,20,Image
0086,USA,Hindi,104,24,19,Image
0086,USA,Hindi,99,30,21,Image
0086,USA,Hindi,88,21,17,Image
0087,USA,Spanish,101,24,10,Reel
0087,USA,Spanish,92,18,15,Reel
0087,USA,Spanish,86,14,14,Reel
0087,USA,Spanish,96,15,15,Reel
0087,USA,Spanish,103,16,11,Reel
0087,USA,Spanish,101,19,10,Reel
0087,USA,Spanish,93,19,10,Reel
0088,Germany,Hindi,244,72,37,Video
0088,Germany,Hindi,245,73,39,Video
0088,Germany,Hindi,257,72,42,Video
0089,Brazil,French,68,13,8,Text
0089,Brazil,French,79,7,5,Text
0089,Brazil,French,69,5,10,Text
0089,Brazil,French,63,10,10,Text
0089,Brazil,French,64,5,6,Text
0089,Brazil,French,73,6,6,Text
0090,Brazil,French,111,24,13,Video
0090,Brazil,French,129,26,16,Video
0090,Brazil,French,128,26,16,Video
0090,Brazil,French,124,25,14,Video
0091,France,Portuguese,88,19,5,Text
0091,France,Portuguese,99,21,3,Text
0091,France,Portuguese,99,20,4,Text
0091,France,Portuguese,96,22,3,Text
0091,France,Portuguese,100,25,7,Text
0091,France,Portuguese,87,23,6,Text
0092,India,French,44,9,11,Video
0092,India,French,48,9,6,Video
0092,India,French,43,11,6,Video
0092,India,French,57,4,5,Video
0092,India,French,44,10,5,Video
0092,India,French,49,7,8,Video
0093,Canada,German,240,67,11,Reel
0093,Canada,German,251,68,16,Reel
0093,Canada,German,254,67,11,Reel
0093,Canada,German,251,68,10,Reel
0094,India,Hindi,153,47,11,Video
0094,India,Hindi,165,44,12,Video
0094,India,Hindi,158,43,12,Video
0094,India,Hindi,151,41,15,Video
0094,India,Hindi,153,42,15,Video
0095,Canada,English,229,42,14,Reel
0095,Canada,English,225,39,18,Reel
0095,Canada,English,242,43,17,Reel
0096,Italy,Portuguese,161,36,8,Reel
0096,Italy,Portuguese,169,30,6,Reel
0096,Italy,Portuguese,174,32,9,Reel
0096,Italy,Portuguese,161,36,9,Reel
0097,UK,Portuguese,116,17,7,Text
0097,UK,Portuguese,106,11,6,Text
0097,UK,Portuguese,111,19,9,Text
0097,UK,Portuguese,117,15,5,Text
0097,UK,Portuguese,117,14,6,Text
0098,Brazil,German,163,28,11,Text
0098,Brazil,German,157,30,11,Text
0098,Brazil,German,152,32,11,Text
0099,Italy,Japanese,70,9,4,Text
0099,Italy,Japanese,61,4,1,Text
0099,Italy,Japanese,75,4,6,Text
0099,Italy,Japanese,68,11,4,Text
0099,Italy,Japanese,66,3,4,Text
0099,Italy,Japanese,72,10,3,Text
0100,Brazil,French,249,27,27,Reel
0100,Brazil,French,246,27,24,Reel
0100,Brazil,French,230,33,27,Reel
0101,Germany,French,85,15,12,Image
0101,Germany,French,84,10,10,Image
0101,Germany,French,81,13,11,Image
0102,Italy,Portuguese,150,27,19,Reel
0102,Italy,Portuguese,147,20,23,Reel
0102,Italy,Portuguese,154,30,22,Reel
0102,Italy,Portuguese,141,29,20,Reel
0102,Italy,Portuguese,155,30,18,Reel
0102,Italy,Portuguese,140,23,18,Reel
0102,Italy,Portuguese,157,23,24,Reel
0103,France,German,190,38,32,Reel
0103,France,German,183,31,34,Reel
0103,France,German,175,34,37,Reel
0103,France,German,189,33,32,Reel
0104,Canada,German,40,6,3,Text
0104,Canada,German,21,7,4,Text
0104,Canada,German,38,8,2,Text
0104,Canada,German,26,13,3,Text
0104,Canada,German,25,10,0,Text
0104,Canada,German,26,12,3,Text
0105,France,Portuguese,141,33,19,Image
0105,France,Portuguese,131,38,20,Image
0105,France,Portuguese,143,35,15,Image
0106,France,Spanish,59,14,4,Image
0106,France,Spanish,61,14,8,Image
0106,France,Spanish,54,18,6,Image
0106,France,Spanish,62,10,6,Image
0106,France,Spanish,51,17,4,Image
0106,France,Spanish,60,12,9,Image
0106,France,Spanish,62,12,9,Image
0107,France,Spanish,163,23,16,Video
0107,France,Spanish,164,22,21,Video
0107,France,Spanish,171,23,16,Video
0108,Germany,English,145,21,13,Video
0108,Germany,English,143,24,9,Video
0108,Germany,English,141,28,9,Video
0108,Germany,English,135,28,10,Video
0108,Germany,English,140,21,12,Video
0109,USA,English,88,31,9,Reel
0109,USA,English,88,25,9,Reel
0109,USA,English,96,29,7,Reel
0109,USA,English,99,23,9,Reel
0109,USA,English,98,22,7,Reel
0109,USA,English,92,23,8,Reel
0110,India,Spanish,146,41,30,Reel
0110,India,Spanish,138,39,30,Reel
0110,India,Spanish,155,44,30,Reel
0110,India,Spanish,153,38,28,Reel
0110,India,Spanish,157,42,29,Reel
0110,India,Spanish,158,46,26,Reel
0110,India,Spanish,144,43,26,Reel
0111,Germany,English,80,23,8,Image
0111,Germany,English,63,24,10,Image
0111,Germany,English,74,23,11,Image
0111,Germany,English,68,17,10,Image
0111,Germany,English,73,16,7,Image
0111,Germany,English,80,25,8,Image
0111,Germany,English,64,22,12,Image
0112,UK,Japanese,49,18,11,Video
0112,UK,Japanese,66,14,13,Video
0112,UK,Japanese,53,21,10,Video
0112,UK,Japanese,57,17,9,Video
0112,UK,Japanese,51,16,8,Video
0113,USA,French,94,25,8,Reel
0113,USA,French,100,31,12,Reel
0113,USA,French,92,32,10,Reel
0113,USA,French,107,27,11,Reel
0113,USA,French,107,23,12,Reel
0113,USA,French,91,32,10,Reel
0113,USA,French,101,30,11,Reel
0114,Australia,Japanese,72,21,11,Image
0114,Australia,Japanese,86,25,11,Image
0114,Australia,Japanese,85,22,11,Image
0114,Australia,Japanese,92,18,17,Image
0114,Australia,Japanese,89,23,13,Image
0114,Australia,Japanese,85,17,13,Image
0115,UK,Portuguese,76,9,3,Video
0115,UK,Portuguese,78,10,7,Video
0115,UK,Portuguese,82,10,2,Video
0115,UK,Portuguese,84,9,6,Video
0115,UK,Portuguese,68,7,5,Video
0115,UK,Portuguese,78,11,5,Video
0116,Australia,Spanish,100,15,3,Reel
0116,Australia,Spanish,100,16,5,Reel
0116,Australia,Spanish,97,10,7,Reel
0116,Australia,Spanish,94,15,6,Reel
0116,Australia,Spanish,83,18,1,Reel
0116,Australia,Spanish,84,9,3,Reel
0116,Australia,Spanish,84,10,6,Reel
0117,Germany,Japanese,333,61,35,Video
0117,Germany,Japanese,320,65,35,Video
0117,Germany,Japanese,334,66,34,Video
0118,Australia,English,181,48,24,Reel
0118,Australia,English,172,40,24,Reel
0118,Australia,English,190,47,19,Reel
0118,Australia,English,185,40,23,Reel
0119,Germany,Japanese,84,9,13,Text
0119,Germany,Japanese,79,8,10,Text
0119,Germany,Japanese,76,13,12,Text
0119,Germany,Japanese,76,10,10,Text
0119,Germany,Japanese,77,17,14,Text
0119,Germany,Japanese,81,9,12,Text
0119,Germany,Japanese,84,10,13,Text
0120,Germany,German,184,35,21,Video
0120,Germany,German,179,31,19,Video
0120,Germany,German,183,28,20,Video
0120,Germany,German,172,30,21,Video
0121,Australia,Japanese,169,34,18,Reel
0121,Australia,Japanese,154,31,18,Reel
0121,Australia,Japanese,163,32,17,Reel
0121,Australia,Japanese,161,36,12,Reel
0122,Australia,German,148,39,7,Image
0122,Australia,German,137,31,5,Image
0122,Australia,German,150,39,10,Image
0122,Australia,German,139,31,9,Image
0123,USA,Spanish,130,32,14,Reel
0123,USA,Spanish,133,27,10,Reel
0123,USA,Spanish,139,30,10,Reel
0123,USA,Spanish,133,31,14,Reel
0123,USA,Spanish,143,35,14,Reel
0124,Germany,Hindi,103,21,13,Image
0124,Germany,Hindi,96,21,11,Image
0124,Germany,Hindi,97,25,8,Image
0124,Germany,Hindi,103,17,10,Image
0125,India,German,97,27,14,Reel
0125,India,German,104,17,10,Reel
0125,India,German,103,25,11,Reel
0125,India,German,103,25,13,Reel
0125,India,German,104,17,13,Reel
0125,India,German,102,22,10,Reel
0125,India,German,106,26,12,Reel
0126,Germany,Hindi,109,9,11,Text
0126,Germany,Hindi,113,16,8,Text
0126,Germany,Hindi,119,8,7,Text
0127,France,French,53,11,9,Image
0127,France,French,52,11,6,Image
0127,France,French,37,3,8,Image
0127,France,French,38,5,9,Image
0127,France,French,48,9,4,Image
0127,France,French,48,6,4,Image
0128,UK,Japanese,95,20,11,Reel
0128,UK,Japanese,100,18,15,Reel
0128,UK,Japanese,92,18,11,Reel
0128,UK,Japanese,95,19,12,Reel
0128,UK,Japanese,106,20,14,Reel
0129,UK,German,73,17,8,Text
0129,UK,German,78,20,11,Text
0129,UK,German,66,14,9,Text
0129,UK,German,77,22,11,Text
0130,France,Hindi,187,38,38,Video
0130,France,Hindi,202,34,36,Video
0130,France,Hindi,189,34,35,Video
0130,France,Hindi,184,34,33,Video
0130,France,Hindi,190,36,38,Video
0131,USA,Spanish,95,14,17,Reel
0131,USA,Spanish,83,19,11,Reel
0131,USA,Spanish,94,17,12,Reel
0131,USA,Spanish,102,13,14,Reel
0131,USA,Spanish,83,14,16,Reel
0131,USA,Spanish,86,12,12,Reel
0131,USA,Spanish,84,17,15,Reel
0132,France,French,44,11,9,Text
0132,France,French,51,17,8,Text
0132,France,French,40,15,6,Text
0132,France,French,53,13,5,Text
0133,UK,English,214,66,17,Reel
0133,UK,English,225,69,21,Reel
0133,UK,English,231,66,19,Reel
0134,Australia,German,85,24,12,Image
0134,Australia,German,89,19,10,Image
0134,Australia,German,95,28,15,Image
0134,Australia,German,90,20,11,Image
0134,Australia,German,88,26,15,Image
0134,Australia,German,86,20,15,Image
0134,Australia,German,96,21,15,Image
0135,Italy,Spanish,71,18,3,Image
0135,Italy,Spanish,83,23,7,Image
0135,Italy,Spanish,84,21,4,Image
0135,Italy,Spanish,89,20,4,Image
0135,Italy,Spanish,73,18,5,Image
0135,Italy,Spanish,76,18,4,Image
0135,Italy,Spanish,69,27,4,Image
0136,Australia,German,39,8,8,Text
0136,Australia,German,44,14,6,Text
0136,Australia,German,35,8,9,Text
0136,Australia,German,39,15,5,Text
0136,Australia,German,43,14,7,Text
0136,Australia,German,31,15,8,Text
0136,Australia,German,40,11,9,Text
0137,Brazil,Japanese,54,9,10,Text
0137,Brazil,Japanese,39,12,8,Text
0137,Brazil,Japanese,42,6,9,Text
0137,Brazil,Japanese,37,7,5,Text
0137,Brazil,Japanese,40,14,6,Text
0137,Brazil,Japanese,52,5,5,Text
0137,Brazil,Japanese,55,9,10,Text
0138,Germany,Japanese,118,15,7,Text
0138,Germany,Japanese,120,18,10,Text
0138,Germany,Japanese,103,14,8,Text
0138,Germany,Japanese,118,20,8,Text
0138,Germany,Japanese,115,12,9,Text
0139,Brazil,Spanish,146,40,22,Video
0139,Brazil,Spanish,147,37,28,Video
0139,Brazil,Spanish,158,41,27,Video
0139,Brazil,Spanish,142,39,24,Video
0139,Brazil,Spanish,157,42,23,Video
0139,Brazil,Spanish,157,36,24,Video
0139,Brazil,Spanish,148,45,24,Video
0140,Canada,Portuguese,108,30,21,Image
0140,Canada,Portuguese,99,22,17,Image
0140,Canada,Portuguese,99,30,18,Image
0140,Canada,Portuguese,113,25,17,Image
0140,Canada,Portuguese,114,26,18,Image
0141,India,Spanish,90,14,11,Image
0141,India,Spanish,88,17,7,Image
