post_id,post_country,post_language,likes_cnt,comments_cnt,saved_cnt,post_type
846d1748-f10f-4b50-9aa2-406d256ce41f,USA,Hindi,238,54,54,Video
e6b07521-8a28-4e6a-a1f5-76d72dc4f673,Canada,German,155,454,284,Text
f2ac3d35-22b6-4746-b28f-bb6973962929,Australia,Spanish,856,286,258,Image
c7326130-6800-46bb-86fb-f2f9f225fd40,USA,Spanish,100,461,143,Video
18a69342-b7c1-4134-a1a6-189e76232415,India,German,440,251,129,Image
e71a3966-7041-4e9c-97ac-5356370694d4,Canada,German,499,342,135,Link
34474e00-2f96-473a-a90d-0ddf27f3cc63,Australia,German,813,282,225,Text
512c1fab-ac0c-4452-ab1d-5c8ae6cb3722,Canada,English,793,398,48,Link
46e86b0b-8aff-442b-8cb9-0bfebafa0c84,Australia,English,749,150,225,Image
4dec1807-08ec-42d1-a405-e60c11e2db34,Canada,French,848,453,129,Image
3743bfc4-270c-461f-af19-48d503502017,USA,English,178,210,130,Video
a4cacec2-f965-491d-a6e8-11731c2c43fd,India,German,72,354,207,Link
9578d71a-48e8-4e41-a9fa-ada8fedad2fa,Canada,Spanish,82,249,186,Image
b4f595d2-2fab-43fa-a135-d2404c18bf05,Australia,German,992,168,34,Image
45e2db82-7b7b-4ee7-9e30-615d276124f3,Canada,Hindi,581,180,103,Text
b287b661-643b-426b-844a-f6300e5184dd,India,French,206,190,238,Video
b5dbae80-c7ee-4e22-bc4f-9b6086182484,Australia,French,457,199,212,Video
a4b6282c-f536-4c15-b1e3-4fd4cc77c6eb,USA,French,200,356,10,Link
53845e32-58c1-46dd-8ebf-5605b5d04fd1,Canada,English,103,97,210,Link
9b23b901-e022-4fcd-a716-e53d7f6d7a7d,Canada,French,959,292,265,Image
b127a04e-ab11-44f2-a2d7-28ecf24ea5f5,Australia,Spanish,200,320,175,Text
8dcb4765-8d05-49f4-87d3-698ea06ff90f,Canada,Hindi,124,308,43,Text
f1ae666a-dadb-404e-a303-ad7d65d4d003,India,Spanish,479,492,185,Video
bcfafbc2-68dd-4469-acc5-31347ff530fe,Germany,German,424,44,219,Image
db4e2522-9019-47b4-ae42-32b077769429,Australia,Hindi,639,29,140,Video
6880012f-619d-48c6-824f-5d11b8ebf86d,Canada,Hindi,450,36,5,Link
65eb5b7f-c50b-4f29-a6aa-31728f4e2bf7,Australia,German,94,227,74,Video
63f8370c-9ae4-4a5f-aead-c4cc471dcbec,India,English,140,293,287,Video
0080a35c-b975-4c9d-8bed-a8fc8989646f,India,Spanish,495,368,74,Link
ad31061a-fb9d-481c-ad42-0d7cde8b8b49,Germany,English,786,400,47,Image
74fb5b00-3eb5-45cc-89c0-6955120f1b4f,USA,German,588,477,21,Text
497e27b4-8676-4e9a-84e6-6b08bceb2f58,India,Spanish,587,203,90,Image
7a6c5971-e676-4639-aa6c-7c28bd39649a,USA,German,231,408,122,Image
f9dac633-4aea-4d17-9018-d3673725f8b7,Australia,Spanish,877,267,66,Image
0d1f5f18-296d-47e9-8861-e458e9b8c51f,Australia,Spanish,800,211,234,Text
6c494c3d-1412-46e9-9a19-f02a3e39e51f,USA,French,292,274,95,Link
3b1db99f-15e4-45d1-8709-4268d2d18dbb,USA,French,953,59,252,Text
425e1318-40cc-41f4-b289-8860b0bf0f38,Germany,English,638,447,49,Image
78bec22c-8d98-452e-a787-590a5425a6f4,USA,English,985,8,249,Link
bb6fc1db-3663-48ad-8f25-5c7a6c994a6c,India,English,36,338,73,Text
70f044b6-696e-4490-adc3-01b4202803b1,USA,French,585,152,215,Link
5bf09823-a17e-4b0b-833f-38101c2bf66f,India,French,493,464,195,Text
