post_id,post_type,genre,hash_tags,most_related_tag
0273,Reel,Travel,"['travel', 'health', 'machinelearning', 'technology', 'fitness']",travel
0274,Text,Travel,"['nature', 'AI', 'students']",AI
0275,Video,Travel,"['coding', 'travel', 'fitness']",coding
0276,Video,Nature,"['coding', 'nature']",nature
0277,Reel,Education,"['recipe', 'coding', 'students', 'nature', 'health']",recipe
0278,Image,Education,"['recipe', 'students']",students
0279,Image,Technology,"['machinelearning', 'travel', 'learning', 'recipe']",recipe
0280,Text,Nature,"['nature', 'learning', 'technology', 'vacation', 'AI']",technology
0281,Reel,Travel,"['AI', 'beach', 'fitness', 'learning']",fitness
0282,Video,Cooking,"['recipe', 'travel', 'technology']",technology
0283,Text,Technology,"['AI', 'health']",AI
0284,Video,Fitness,"['health', 'nature', 'fitness']",health
0285,Video,Nature,"['travel', 'forest', 'wildlife', 'technology', 'coding']",technology
0286,Video,Cooking,"['beach', 'learning', 'forest', 'coding']",coding
0287,Reel,Nature,"['learning', 'machinelearning', 'wildlife', 'AI', 'students']",learning
0288,Reel,Education,"['AI', 'nature']",nature
0289,Reel,Education,"['technology', 'AI']",AI
0290,Reel,Travel,"['vacation', 'students']",students
0291,Video,Technology,"['vacation', 'coding', 'recipe', 'technology', 'wildlife']",coding
0292,Image,Fitness,"['fitness', 'coding', 'travel', 'vacation', 'machinelearning']",coding
0293,Image,Technology,"['AI', 'wildlife', 'learning']",wildlife
0294,Reel,Education,"['health', 'forest', 'learning']",health
0295,Image,Travel,"['wildlife', 'vacation', 'machinelearning']",wildlife
0296,Video,Education,"['technology', 'beach']",technology
0297,Reel,Nature,"['recipe', 'travel']",travel
0298,Text,Education,"['machinelearning', 'learning']",learning
0299,Text,Fitness,"['learning', 'beach']",beach
